Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:ccal;Characteristics:prot;Characteristics:fat;Characteristics:carb;Weight;Length;Width;Height
8,67619E+11;;;;dishes;avan-2-3;Спагетти карбонара;"Спагетти, бекон, соус ""песто"", сливочный соус, сыр пармезан";https://static.tildacdn.com/tild6132-3331-4338-b637-396234356364/Rectangle_28-1.png;0;;;;;DK9FBJ2pbgUOUK4naoG2;;;;;;280;0;0;0
7,95222E+11;;;;dishes;avan-2-4;Сицилийский суп с треской и голубой мидией;Лук, чеснок, томаты, мидия, треска;https://static.tildacdn.com/tild3362-6562-4535-a363-313939636232/Mask_Group.png;0;;;;;ZhvFUiXc0ImS9vm6FVjD;;;;;;280;0;0;0
3,23318E+11;;;;dishes;avan-2-5;Чикен-карри с рисом жасмин;Курица, сливочный соус, карри, рис жасмин;https://static.tildacdn.com/tild6233-3535-4461-b334-313138333566/Rectangle_29.png;0;;;;;CBIVlMrK66jVXcoa2HXT;;;;;;280;0;0;0
9,92181E+11;;;;dishes;avan-2-6;Говядина в кунжутном соусе с пюре из брокколи;Говядина, бешамень, кунжутный соус, брокколи, картофель, молоко, черри, зелень, специи;https://static.tildacdn.com/tild3563-3562-4232-a262-623365303236/Rectangle_31.png;0;;;;;VUIMEfixjYczB9mhfacD;;;;;;280;0;0;0
2,33964E+11;;;;dishes;avan-2-dessert;Эклер шоколадный;Мука, яйцо, сахар, шоколад, заварной крем;https://static.tildacdn.com/tild6635-6631-4263-a336-636634653161/Rectangle_24.png;0;;;;;dh3XlMzIbavagCelmG60;;;;;;50;0;0;0
5,22301E+11;;;;dishes;avan-3-1;Рулетики прошуто;Тортилья, ветчина, сыр, черри, соус;https://static.tildacdn.com/tild6433-6233-4639-a337-633266653230/Rectangle_10-2.png;0;;;;;ivurG8PumfddvKB9uvXJ;;;;;;230;0;0;0
5,51096E+11;;;;dishes;avan-3-2;Салат с говяжьим языком;"Язык, огурец, томат, салат, соус ""сливочный хрен"", картофель стоун";https://static.tildacdn.com/tild3963-3566-4563-a636-366330383737/Rectangle_27-2.png;0;;;;;Shvv1cmeTNclJYsa8vUA;;;;;;150;0;0;0
8,53689E+11;;;;dishes;avan-3-3;Медальоны с овощами на пару;Вырезка свиная, горчица зернистая, розмарин, морковь, брокколи, цветная капуста, горошек;https://static.tildacdn.com/tild6531-3532-4662-b831-636435643730/Rectangle_28-2.png;0;;;;;Etk3jFabD5bkXSVVyMGc;;;;;;280;0;0;0
6,35118E+11;;;;dishes;avan-3-4;Ким-чи суп;Рыбный бульон, водоросли, тофу, яйцо;https://static.tildacdn.com/tild3731-3464-4566-a337-366632366635/Mask_Group-1.png;0;;;;;NpaBXodK9BrduSzOj2nt;;;;;;280;0;0;0
3,38371E+11;;;;dishes;avan-3-5;Мясной штрудель;Мясной фарш, слоёное тесто, сметана;https://static.tildacdn.com/tild6632-3037-4434-b363-393961323939/Rectangle_29-1.png;0;;;;;z4tS9hK4lSiziiRNUeDh;;;;;;280;0;0;0
3,84721E+11;;;;dishes;avan-3-6;Паста с пепперони и пармезаном;Мини пенне, пармезан, пепперони, оливки, зелень, соус наполи, томаты, чеснок, лук красный, зелень, специи;https://static.tildacdn.com/tild3164-6163-4236-b533-653535373765/Rectangle_32.png;0;;;;;SpgxHUrRU9feXVx0Dr4K;;;;;;280;0;0;0
7,20252E+11;;;;dishes;avan-3-dessert;Чиз-кейк клубничный;Бисквит, ваниль, сливочный сыр, сливки, яйцо, клубника;https://static.tildacdn.com/tild3338-3965-4436-b064-353530363333/Rectangle_25.png;0;;;;;lAbOvCI5lcMb5elAcMgj;;;;;;100;0;0;0
4,65728E+11;;;;dishes;avan-4-1;Панкейки с творогом и вишневым конфитюром;Творог, сахар, вишня, мука, молоко, яйцо;https://static.tildacdn.com/tild3030-3063-4462-b839-353430373136/Rectangle_10-3.png;0;;;;;VZKAIU01ZpaEsvr2cSNl;;;;;;250;0;0;0
5,85416E+11;;;;dishes;avan-4-2;Салат Цезарь;"Филе куриное, салат, соус ""цезарь"", томат, гренки, сыр";https://static.tildacdn.com/tild3366-3637-4236-b631-353734323937/Rectangle_27-3.png;0;;;;;ZkkRIGulDEmGuvB1FSF5;;;;;;150;0;0;0
6,98387E+11;;;;dishes;avan-4-3;Лапша Том-Ям;Яичная лапша, филе куиное, перец, морковь, лук порей, салат, соус том-ям, кокосовое молоко;https://static.tildacdn.com/tild3537-6332-4130-a636-353863613131/Rectangle_28-3.png;0;;;;;fVy16ikUcYFkmRDVJi3O;;;;;;280;0;0;0
3,27965E+11;;;;dishes;avan-4-4;Филе тунца с печеным овощами под соусом унаги;Тунец филе, кунжут, унаги соус, картофель стоун, болгарский перец, цукини, специи, зелень;https://static.tildacdn.com/tild6339-3836-4431-b465-346630343239/Rectangle_30.png;0;;;;;KbueHmAM29TSgTVg4TmN;;;;;;230;0;0;0
1,104E+11;;;;dishes;avan-4-5;Брускета;Хлебцы, сливочный сыр, кукуруза, салат, лук красный, сельдерей, перец, виноград;https://static.tildacdn.com/tild3862-3531-4236-b530-333131616136/Rectangle_29-2.png;0;;;;;k6TTB4NSZlcgVm3mz8lH;;;;;;180;0;0;0
2,40908E+11;;;;dishes;avan-4-6;Филе ципленка BBQ с мексиканским гарниром;Куриное филе, стручковая фасоль, горошек, кукуруза, соус BBQ, свит чили;https://static.tildacdn.com/tild6166-3837-4962-b936-383135633165/Rectangle_33.png;0;;;;;jPXxPFKD7IO7bIHogRdb;;;;;;280;0;0;0
3,13106E+11;;;;dishes;avan-4-dessert;Пирог малиновый с миндалем;Малина, сахар, мука, масло, лимонный сок, яичный желток, миндальная мука, крахмал кукурузный;https://static.tildacdn.com/tild6566-3664-4364-a630-353430313063/Rectangle_26.png;0;;;;;J5rD9MCa3asZOCugYN66;;;;;;60;0;0;0
6,72361E+11;;;;dishes;avan-5-1;Цезарь ролл;Тортилья, куриное филе, соус цезарь, салат, томаты;https://static.tildacdn.com/tild3330-3662-4038-b538-376330633034/Rectangle_10-4.png;0;;;;;KtdDbFfObACg3UlpEsrU;;;;;;200;0;0;0
6,51511E+11;;;;dishes;avan-5-2;Овощной микс;Салат, томат, редис, огурец, перец, заправка;https://static.tildacdn.com/tild3761-3366-4362-b132-336665653637/Rectangle_27-4.png;0;;;;;XzFplZ3INAUyPhjm8CAg;;;;;;180;0;0;0
1,25464E+11;;;;dishes;avan-5-3;Мясо по-бургундски с картофелем;"Вырезка свиная, лук красный, картофель стоун, соус ""Деми-гласс"", соевый соус, лук";https://static.tildacdn.com/tild6461-3233-4465-b466-656135336161/Rectangle_28-4.png;0;;;;;5FbDGyRnuhS86ptBg7d6;;;;;;280;0;0;0
6,96138E+11;;;;dishes;avan-5-4;Том-ям по домашнему;Курица, шампиньон, креветка, черри, молоко кокосовое, паста том-ям;https://static.tildacdn.com/tild3433-3334-4336-b634-613631653830/Mask_Group-2.png;0;;;;;1R8KOBMrRr6kL5S06apk;;;;;;280;0;0;0
9,14371E+11;;;;dishes;avan-5-5;Fish Bolls Crab с кус-кусом;"Филе трески, мясо краба, морковь, кус-кус, перец, лук красный, сельдерей, сливочный соус, соус ""ким-чи""";https://static.tildacdn.com/tild3438-3235-4138-b131-643137393034/Rectangle_29-3.png;0;;;;;mfpjFyzYCeggIjIM7aV0;;;;;;280;0;0;0
2,50376E+11;;;;dishes;avan-5-6;Кура в беконе с печеными кабачками и грушей;Куриное филе, бекон, растительное масло, кабачок, груша, вишневый соус, деми Гляс;https://static.tildacdn.com/tild3237-6164-4464-b139-646165653932/Rectangle_34.png;0;;;;;gRPoU5I1fkKzj752vzjo;;;;;;280;0;0;0
3,77488E+11;;;;dishes;avan-5-dessert;Медовик;"Мука, молоко, сахар, сгущенка, меланж, вода, масло, мед, соль, сироп ""крем-брюле""";https://static.tildacdn.com/tild6437-6531-4031-a335-316266323439/Rectangle_27.png;0;;;;;SBgamf5B6PNfeAuRS19R;;;;;;80;0;0;0
3,98355E+11;;;;dishes;avan-6-1;Фриттата Палермо;Яйцо, молоко, сливки, куриное филе, перец, черри, сыр;https://static.tildacdn.com/tild3933-3537-4765-b239-326163333862/Rectangle_10-5.png;0;;;;;5hZgNNAMi1R85mRHA88x;;;;;;230;0;0;0
2,97232E+11;;;;dishes;avan-6-2;Салат с красной рыбой и каперсами;Форель шеф посола, салат, каперсы, огурец, томат, оливки;https://static.tildacdn.com/tild3931-3532-4939-b337-326666643362/Rectangle_27-5.png;0;;;;;iB7GOj7ps9vm2R5PUnBD;;;;;;150;0;0;0
1,32686E+11;;;;dishes;avan-6-3;Паэлья по домашнему с цыпленком и чилли перцем;Рис, филе куриное, креветка, кукуруза, горошек, перец, пармезан, соус свит-чили;https://static.tildacdn.com/tild3964-6538-4464-a335-653439343339/Rectangle_28-5.png;0;;;;;B4GM3ze1ozSLKazy86GM;;;;;;280;0;0;0
2,30792E+11;;;;dishes;avan-6-4;Овощной покемикс;"Рис, салат ""чукка"", бобы эдэмамэ, огурец, морковь, ореховый соус, кунжут";https://static.tildacdn.com/tild3236-3061-4365-b939-343862333063/Rectangle_30-1.png;0;;;;;mB9mUXNvaUvDDTJLrpzX;;;;;;180;0;0;0
6,40247E+11;;;;dishes;avan-6-5;Удон с говядиной и кунжутным маслом;Говядина, красный лук, кабачки, пшеничная лапша, перец, кунжут;https://static.tildacdn.com/tild3762-3034-4434-b734-353231616535/Rectangle_29-4.png;0;;;;;SzAaXAK9A5L9nek0MrcH;;;;;;280;0;0;0
8,67602E+11;;;;dishes;avan-6-6;Паста фарфалле с вялеными томатами в сырном соусе;Томаты черри, фета, мини фарфалле, песто, оливки, пармезан, вяленые томаты;https://static.tildacdn.com/tild6662-3263-4464-a461-306662306539/Rectangle_35.png;0;;;;;u5EdmsIImhIduxr7YHxr;;;;;;280;0;0;0
9,81852E+11;;;;dishes;avan-6-dessert;"Пирожное ""Шу""";Сливки, сахар, творожный сыр, мука, сгущеное молоко, соль, вода, яйцо, ванилин, миндаль, карамель;https://static.tildacdn.com/tild3330-3330-4430-a530-613135316632/Rectangle_28.png;0;;;;;v9dhkX6bhOTBExyZfKLm;;;;;;60;0;0;0
4,34244E+11;;;;dishes;avan-7-1;Геркулес холодного варения с фруктами и чипсами из апельсина;Фрукты? хлопья овсяные, йогурт;https://static.tildacdn.com/tild3235-3239-4534-b635-303433356430/Rectangle_10-6.png;0;;;;;kf5pBZVB8g1iig5bEO7M;;;;;;300;0;0;0
3,7539E+11;;;;dishes;avan-7-2;Овощи ким-чи;Салат, морковь, свекла, огурец, спаржа, кунжут;https://static.tildacdn.com/tild3766-3536-4335-a238-303961343431/Rectangle_27-6.png;0;;;;;ItLaro6LlitO7zIiipoZ;;;;;;150;0;0;0
8,10422E+11;;;;dishes;avan-7-3;Стейк из индейки с рисом и машем;"Филе индейки, рис, маш, соус ""вишневый деми глас""";https://static.tildacdn.com/tild3666-3030-4236-b839-363734643538/Rectangle_28-6.png;0;;;;;HuVfBNjGLoDPhgIxS3DJ;;;;;;280;0;0;0
2,0841E+11;;;;dishes;avan-7-4;Сливочный суп с крабом;Сливки, молоко, плавленный сыр, вакаме, картофель, крабовое мясо, лук порей, тарталетка мини, икра, специи;https://static.tildacdn.com/tild6534-3864-4434-a333-643334306538/Mask_Group-3.png;0;;;;;S2CTbGaDghgyEc88EjCG;;;;;;280;0;0;0
2,60023E+11;;;;dishes;avan-7-5;Медальоны из свиной вырезки в ежевичном соусе с шато из яблок и цукини;Вырезка свиная, кабачки, яблоко, ежевика, розмарин, специи;https://static.tildacdn.com/tild3635-3165-4931-b431-656135383966/Rectangle_30-2.png;0;;;;;yEv9Y4zcvup8svk9CDpm;;;;;;280;0;0;0
6,02631E+11;;;;dishes;avan-7-6;Строганов с вешенками и картофельным пюре;Пюре, говядина, вешенки, лук репчатый, сливочный соус, горчица, сметана, сливки, деми гляс, маринованый огурец, растительное масло;https://static.tildacdn.com/tild3539-6266-4438-a166-386533333562/Rectangle_36.png;0;;;;;YZTpGbHjPde9srKmvihk;;;;;;280;0;0;0
4,52578E+11;;;;dishes;avan-7-dessert;Баркетта с вишней и творожным кремом;Морковь, сыр творожный, сахар, мука, масло, яйцо, грецкий орех, ананас;https://static.tildacdn.com/tild6331-3564-4232-a430-663461383332/Rectangle_29.png;0;;;;;d1lS2HKNC52bBtbIm0KN;;;;;;60;0;0;0
